expectation_name,system,code,ucum_code,low,high
Nuclear Ab [Titer] in Serum by Immunofluorescence between 40.0 and 640.0 {titer},http://loinc.org,5048-4,{titer},40.0,640.0
DNA double strand Ab [Units/volume] in Serum between 0.0 and 1000.0 [iU]/mL,http://loinc.org,5130-0,[iU]/mL,0.0,1000.0
Immature granulocytes [#/volume] in Blood between 0.0 and 1.0 10*3/mm3,http://loinc.org,51584-1,10*3/mm3,0.0,1.0
"t(9;22)(q34.1;q11)(ABL1,BCR) b2a2 fusion transcript/control transcript [# Ratio] in Blood or Tissue by Molecular genetics method between 0.0 and 100.0 %",http://loinc.org,52130-2,%,0.0,100.0
"t(9;22)(q34.1;q11)(ABL1,BCR) b3a2 fusion transcript/control transcript [# Ratio] in Blood or Tissue by Molecular genetics method between 0.0 and 100.0 %",http://loinc.org,52131-0,%,0.0,100.0
Immature granulocytes [#/volume] in Blood between 0.0 and 1.0 10*3/uL,http://loinc.org,51584-1,10*3/uL,0.0,1.0
Alpha-1-fetoprotein.tumor marker [Moles/volume] in Serum or Plasma between 2.0 and 20.0 umol/L,http://loinc.org,53960-1,umol/L,2.0,20.0
Alpha-1-fetoprotein.tumor marker [Mass/volume] in Serum or Plasma between 0.0 and 150000.0 ng/mL,http://loinc.org,53962-7,ng/mL,0.0,150000.0
Alpha-1-fetoprotein.tumor marker [Mass/volume] in Serum or Plasma between 2.0 and 100.0 ug/L,http://loinc.org,53962-7,ug/L,2.0,100.0
Thyrotropin receptor Ab [Units/volume] in Serum between 0.0 and 100.0 %,http://loinc.org,5385-0,%,0.0,100.0
Hemoglobin A1c in Blood between 0.0 and 12.0 [in_us],http://loinc.org,55454-3,[in_us],0.0,12.0
Hemoglobin A1c in Blood between 0.0 and 150.0 mg/dL,http://loinc.org,55454-3,mg/dL,0.0,150.0
Hemoglobin A1c in Blood between 0.0 and 200.0 [lb_us],http://loinc.org,55454-3,[lb_us],0.0,200.0
Hemoglobin A1c in Blood between 0.0 and 20.0 g/dL,http://loinc.org,55454-3,g/dL,0.0,20.0
Hemoglobin A1c in Blood between 0.0 and 5.0 L,http://loinc.org,55454-3,L,0.0,5.0
Prothrombin time (PT) between 3.0 and 170.0 s,http://loinc.org,5902-2,s,3.0,170.0
Monocytes/100 leukocytes in Blood by Automated count between 0.0 and 100.0 %,http://loinc.org,5905-5,%,0.0,100.0
Urea nitrogen [Moles/volume] in Blood between 5.0 and 100.0 mg/dL,http://loinc.org,59570-2,mg/dL,5.0,100.0
Prothrombin time (PT) in Blood by Coagulation assay between 3.0 and 170.0 '',http://loinc.org,5964-2,'',3.0,170.0
Prothrombin time (PT) between 0.0 and 100.0 %,http://loinc.org,5902-2,%,0.0,100.0
Prothrombin time (PT) in Blood by Coagulation assay between 3.0 and 170.0 s,http://loinc.org,5964-2,s,3.0,170.0
Creatinine [Moles/volume] in Blood between 0.1 and 5.0 mg/dL,http://loinc.org,59826-8,mg/dL,0.1,5.0
Alternaria alternata IgE Ab [Units/volume] in Serum between 1.0 and 39.0 10*3/uL,http://loinc.org,6020-2,10*3/uL,1.0,39.0
Aspergillus fumigatus IgE Ab [Units/volume] in Serum between 1.0 and 16.0 10*3/uL,http://loinc.org,6025-1,10*3/uL,1.0,16.0
Bermuda grass IgE Ab [Units/volume] in Serum between 1.0 and 12.0 10*3/uL,http://loinc.org,6041-8,10*3/uL,1.0,12.0
Creatinine [Moles/volume] in Blood between 10.0 and 200.0 umol/L,http://loinc.org,59826-8,umol/L,10.0,200.0
Nitrous oxide [VFr/PPres] Gas delivery system between 0.0 and 100.0 %,http://loinc.org,60860-4,%,0.0,100.0
American house dust mite IgE Ab [Units/volume] in Serum between 1.0 and 88.0 10*3/uL,http://loinc.org,6095-4,10*3/uL,1.0,88.0
European house dust mite IgE Ab [Units/volume] in Serum between 0.0 and 20.0 10*3/uL,http://loinc.org,6096-2,10*3/uL,0.0,20.0
Nitrous oxide [VFr/PPres] Gas delivery system between 0.0 and 50.0 L/min,http://loinc.org,60860-4,L/min,0.0,50.0
European house dust mite IgE Ab [Units/volume] in Serum between 0.0 and 40.0 10*3.[U]/L,http://loinc.org,6096-2,10*3.[U]/L,0.0,40.0
European house dust mite IgE Ab [Units/volume] in Serum between 0.0 and 100.0 %,http://loinc.org,6096-2,%,0.0,100.0
Fasting cholesterol level between 1.0 and 15.0 mmol/L,http://snomed.info/sct,315017003,mmol/L,1.0,15.0
Fasting cholesterol level between 50.0 and 500.0 mg/dL,http://snomed.info/sct,315017003,mg/dL,50.0,500.0
Target systolic blood pressure between 10.0 and 250.0 No matching concept,http://snomed.info/sct,315612005,No matching concept,10.0,250.0
Target systolic blood pressure between 10.0 and 250.0 mm[Hg],http://snomed.info/sct,315612005,mm[Hg],10.0,250.0
Bilirubin; total between 1.0 and 398.0 mg/dL,http://www.ama-assn.org/go/cpt,82247,mg/dL,1.0,398.0
Bilirubin; direct between 1.0 and 148.0 10*-3.eq/L,http://www.ama-assn.org/go/cpt,82248,10*-3.eq/L,1.0,148.0
Calcium; total between 7.0 and 13.0 mg/mL,http://www.ama-assn.org/go/cpt,82310,mg/mL,7.0,13.0
"Creatine kinase (CK), (CPK); total between 1.0 and 242.0 10*-3.eq/L",http://www.ama-assn.org/go/cpt,82550,10*-3.eq/L,1.0,242.0
Creatinine; other source between 10.0 and 200.0 umol/L,http://www.ama-assn.org/go/cpt,82570,umol/L,10.0,200.0
Hemoglobin; glycosylated (A1C) between 0.0 and 200.0 pg/mL,http://www.ama-assn.org/go/cpt,83036,pg/mL,0.0,200.0
Iron between 0.0 and 270.0 ng/mL,http://www.ama-assn.org/go/cpt,83540,ng/mL,0.0,270.0
Lipase between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,83690,%,0.0,100.0
"Lipoprotein, direct measurement; LDL cholesterol between 0.0 and 100.0 %",http://www.ama-assn.org/go/cpt,83721,%,0.0,100.0
Magnesium between 0.0 and 10.0 10*-3.eq/L,http://www.ama-assn.org/go/cpt,83735,10*-3.eq/L,0.0,10.0
"Phosphatase, alkaline between 1.0 and 360.0 mg/dL",http://www.ama-assn.org/go/cpt,84075,mg/dL,1.0,360.0
Phosphorus inorganic (phosphate) between 1.0 and 10.0 mg/dL,http://www.ama-assn.org/go/cpt,84100,mg/dL,1.0,10.0
"Potassium; serum, plasma or whole blood between 3.0 and 8.0 10*-3.eq/L",http://www.ama-assn.org/go/cpt,84132,10*-3.eq/L,3.0,8.0
Bilirubin; total between 1.0 and 34.0 g/dL,http://www.ama-assn.org/go/cpt,82247,g/dL,1.0,34.0
Bilirubin; direct between 1.0 and 1900.0 ng/mL,http://www.ama-assn.org/go/cpt,82248,ng/mL,1.0,1900.0
Calcium; total between 1.2 and 448.0 pg/mL,http://www.ama-assn.org/go/cpt,82310,pg/mL,1.2,448.0
Carbon dioxide (bicarbonate) between 2.0 and 42.0 mmol/L,http://www.ama-assn.org/go/cpt,82374,mmol/L,2.0,42.0
Chloride; blood between 1.0 and 97.0 mg/dL,http://www.ama-assn.org/go/cpt,82435,mg/dL,1.0,97.0
"Creatine kinase (CK), (CPK); total between 1.0 and 242.0 10*3/uL",http://www.ama-assn.org/go/cpt,82550,10*3/uL,1.0,242.0
Creatinine; blood between 10.0 and 30.0 mg/L,http://www.ama-assn.org/go/cpt,82565,mg/L,10.0,30.0
Ferritin between 0.01 and 700.0 ng/mL,http://www.ama-assn.org/go/cpt,82728,ng/mL,0.01,700.0
Hemoglobin; glycosylated (A1C) between 0.0 and 300.0 mg/dL,http://www.ama-assn.org/go/cpt,83036,mg/dL,0.0,300.0
Iron between 0.0 and 1000.0 ug/dL,http://www.ama-assn.org/go/cpt,83540,ug/dL,0.0,1000.0
"Lipoprotein, direct measurement; LDL cholesterol between 5.0 and 400.0 mg/dL",http://www.ama-assn.org/go/cpt,83721,mg/dL,5.0,400.0
Magnesium between 0.0 and 1000.0 mg/dL,http://www.ama-assn.org/go/cpt,83735,mg/dL,0.0,1000.0
"Phosphatase, alkaline between 1.0 and 36.0 g/dL",http://www.ama-assn.org/go/cpt,84075,g/dL,1.0,36.0
Phosphorus inorganic (phosphate) between 1.0 and 10.0 mmol/L,http://www.ama-assn.org/go/cpt,84100,mmol/L,1.0,10.0
"Potassium; serum, plasma or whole blood between 3.0 and 8.0 mmol/L",http://www.ama-assn.org/go/cpt,84132,mmol/L,3.0,8.0
Bilirubin; direct between 1.0 and 37000.0 mg/dL,http://www.ama-assn.org/go/cpt,82248,mg/dL,1.0,37000.0
Calcium; total between 7.0 and 13.0 mg/dL,http://www.ama-assn.org/go/cpt,82310,mg/dL,7.0,13.0
Chloride; blood between 90.0 and 147.0 mmol/L,http://www.ama-assn.org/go/cpt,82435,mmol/L,90.0,147.0
Creatinine; blood between 0.1 and 5.0 mg/dL,http://www.ama-assn.org/go/cpt,82565,mg/dL,0.1,5.0
Creatinine; other source between 0.1 and 5.0 mg/dL,http://www.ama-assn.org/go/cpt,82570,mg/dL,0.1,5.0
Ferritin between 0.0 and 150.0 mg/dL,http://www.ama-assn.org/go/cpt,82728,mg/dL,0.0,150.0
Iron between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,83540,%,0.0,100.0
Magnesium between 0.0 and 6000.0 ug/dL,http://www.ama-assn.org/go/cpt,83735,ug/dL,0.0,6000.0
Phosphorus inorganic (phosphate) between 1.0 and 10.0 g/dL,http://www.ama-assn.org/go/cpt,84100,g/dL,1.0,10.0
Bilirubin; direct between 1.0 and 483.0 ug/dL,http://www.ama-assn.org/go/cpt,82248,ug/dL,1.0,483.0
"Creatine kinase (CK), (CPK); total between 1.0 and 1000.0 mg/dL",http://www.ama-assn.org/go/cpt,82550,mg/dL,1.0,1000.0
Magnesium between 0.0 and 10.0 mmol/L,http://www.ama-assn.org/go/cpt,83735,mmol/L,0.0,10.0
Bilirubin; direct between 1.0 and 148.0 mmol/L,http://www.ama-assn.org/go/cpt,82248,mmol/L,1.0,148.0
Calcium; total between 3.4 and 36.0 g/dL,http://www.ama-assn.org/go/cpt,82310,g/dL,3.4,36.0
"Creatine kinase (CK), (CPK); total between 1.0 and 915.0 ug/dL",http://www.ama-assn.org/go/cpt,82550,ug/dL,1.0,915.0
Ferritin between 0.0 and 100.0 fL,http://www.ama-assn.org/go/cpt,82728,fL,0.0,100.0
Hemoglobin; glycosylated (A1C) between 0.01 and 20.0 %,http://www.ama-assn.org/go/cpt,83036,%,0.01,20.0
Bilirubin; direct between 1.0 and 1000.0 nmol/L,http://www.ama-assn.org/go/cpt,82248,nmol/L,1.0,1000.0
"Creatine kinase (CK), (CPK); total between 1.58 and 1000.0 ng/dL",http://www.ama-assn.org/go/cpt,82550,ng/dL,1.58,1000.0
Ferritin between 0.0 and 40.0 %,http://www.ama-assn.org/go/cpt,82728,%,0.0,40.0
Magnesium between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,83735,%,0.0,100.0
Bilirubin; direct between 1.0 and 37.0 g/dL,http://www.ama-assn.org/go/cpt,82248,g/dL,1.0,37.0
Prolactin between 1.0 and 1000.0 ng/mL,http://www.ama-assn.org/go/cpt,84146,ng/mL,1.0,1000.0
Testosterone; total between 5.0 and 1000.0 ng/dL,http://www.ama-assn.org/go/cpt,84403,ng/dL,5.0,1000.0
Thyroid stimulating hormone (TSH) between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,84443,%,0.0,100.0
Triglycerides between 40.0 and 1000.0 mg/dL,http://www.ama-assn.org/go/cpt,84478,mg/dL,40.0,1000.0
"Thromboplastin time, partial (PTT); plasma or whole blood between 0.0 and 100.0 %",http://www.ama-assn.org/go/cpt,85730,%,0.0,100.0
Testosterone; total between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,84403,%,0.0,100.0
Blood count; hemoglobin (Hgb) between 3.0 and 36.0 g/dL,http://www.ama-assn.org/go/cpt,85018,g/dL,3.0,36.0
Cancer Ag 125 [Units/volume] in Serum or Plasma between 1.0 and 628.0 [U]/mL,http://loinc.org,10334-1,[U]/mL,1.0,628.0
Sex hormone binding globulin [Moles/volume] in Serum or Plasma between 0.01 and 200.0 nmol/L,http://loinc.org,13967-5,nmol/L,0.01,200.0
Microalbumin/Creatinine [Mass Ratio] in Urine between 0.001 and 100.0 mg/g{creat},http://loinc.org,14959-1,mg/g{creat},0.001,100.0
aPTT in Platelet poor plasma by Coagulation assay between 18.0 and 60.0 s,http://loinc.org,14979-9,s,18.0,60.0
Bilirubin.total [Moles/volume] in Serum or Plasma between 1.0 and 46.0 umol/L,http://loinc.org,14631-6,umol/L,1.0,46.0
Fasting glucose [Mass/volume] in Serum or Plasma between 50.0 and 200.0 [U],http://loinc.org,1558-6,[U],50.0,200.0
Calcitriol [Mass/volume] in Serum or Plasma between 1.0 and 160.0 pg/mL,http://loinc.org,1649-3,pg/mL,1.0,160.0
Cholesterol in HDL/Cholesterol in LDL [Mass Ratio] in Serum or Plasma between 1.0 and 100.0 {ratio},http://loinc.org,16616-5,{ratio},1.0,100.0
Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 [iU]/L,http://loinc.org,1742-6,[iU]/L,5.0,2000.0
Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 [U]/L,http://loinc.org,1742-6,[U]/L,5.0,2000.0
Albumin [Mass/volume] in Serum or Plasma between 1.0 and 18.0 g/dL,http://loinc.org,1751-7,g/dL,1.0,18.0
Albumin [Mass/time] in 24 hour Urine between 1.0 and 1000.0 mg/g,http://loinc.org,1755-8,mg/g,1.0,1000.0
C reactive protein [Mass/volume] in Serum or Plasma between 0.0 and 24.0 mg/L,http://loinc.org,1988-5,mg/L,0.0,24.0
Calcidiol [Mass/volume] in Serum or Plasma between 14.0 and 50.0 ng/mL,http://loinc.org,1989-3,ng/mL,14.0,50.0
Ceruloplasmin [Mass/volume] in Serum or Plasma between 164.0 and 439.0 umol/L,http://loinc.org,2064-4,umol/L,164.0,439.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 40.0 L,http://loinc.org,20570-8,L,0.0,40.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 70.0 F,http://loinc.org,20570-8,F,0.0,70.0
Creatinine [Mass/volume] in Serum or Plasma between 0.1 and 5.0 mg/dL,http://loinc.org,2160-0,mg/dL,0.1,5.0
Cortisol [Mass/volume] in Serum or Plasma between 8.0 and 1000.0 nmol/L,http://loinc.org,2143-6,nmol/L,8.0,1000.0
Creatinine [Mass/volume] in Urine between 0.01 and 51.0 mg/mL,http://loinc.org,2161-8,mg/mL,0.01,51.0
Estradiol (E2) [Mass/volume] in Serum or Plasma between 0.0 and 800.0 pmol/L,http://loinc.org,2243-4,pmol/L,0.0,800.0
Monocytes [#/volume] in Blood between 0.0 and 100.0 %,http://loinc.org,26484-6,%,0.0,100.0
pH of Venous blood between 7.0 and 9.0 pH,http://loinc.org,2746-6,pH,7.0,9.0
MCH [Entitic mass] between 0.0 and 100.0 pg,http://loinc.org,28539-5,pg,0.0,100.0
Thyroglobulin [Mass/volume] in Serum or Plasma between 0.0 and 6000.0 ng/mL,http://loinc.org,3013-0,ng/mL,0.0,6000.0
Microalbumin/Creatinine [Ratio] in Urine between 0.001 and 100.0 mg/g,http://loinc.org,30000-4,mg/g,0.001,100.0
Acetaminophen [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 ug/mL,http://loinc.org,3298-7,ug/mL,0.0,1000.0
INR in Blood by Coagulation assay between 0.0 and 30.0 wk,http://loinc.org,34714-6,wk,0.0,30.0
Calcium.ionized [Mass/volume] in Blood between 1.0 and 7.0 mg/dL,http://loinc.org,38230-9,mg/dL,1.0,7.0
Body mass index (BMI) [Ratio] between 16.0 and 100.0 kg/m2,http://loinc.org,39156-5,kg/m2,16.0,100.0
Hemoglobin A1c/Hemoglobin.total in Blood between 0.0 and 1000.0 mmol/mol,http://loinc.org,4548-4,mmol/mol,0.0,1000.0
Hemoglobin A1c in Blood between 0.0 and 10.0 pg,http://loinc.org,55454-3,pg,0.0,10.0
Creatine between 1.0 and 20.0 mg/dL,http://www.ama-assn.org/go/cpt,82540,mg/dL,1.0,20.0
Glucose [Mass/volume] in Serum or Plasma --30 minutes post 75 g glucose PO between 1.0 and 300.0 mg/dL,http://loinc.org,1527-1,mg/dL,1.0,300.0
Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 ug/L,http://loinc.org,1742-6,ug/L,5.0,2000.0
Albumin [Mass/volume] in Urine between 0.0 and 1000.0 mg/dL,http://loinc.org,1754-1,mg/dL,0.0,1000.0
Beta-2-Microglobulin [Mass/volume] in Urine between 0.0 and 548345.0 ug/L,http://loinc.org,1953-9,ug/L,0.0,548345.0
Beta-2-Microglobulin [Mass/volume] in Serum or Plasma between 0.01 and 6.0 g/dL,http://loinc.org,1952-1,g/dL,0.01,6.0
Cholesterol in IDL [Mass/volume] in Serum or Plasma between 1.0 and 50.0 mg/dL,http://loinc.org,2087-5,mg/dL,1.0,50.0
Hematocrit [Volume Fraction] of Blood between 1.0 and 50.0 %,http://loinc.org,20570-8,%,1.0,50.0
Creatinine renal clearance in 24 hour between 26.0 and 194.0 mL/min,http://loinc.org,2164-2,mL/min,26.0,194.0
Folate [Mass/volume] in Blood between 2.0 and 600.0 ng/mL,http://loinc.org,2282-2,ng/mL,2.0,600.0
Glucose [Mass/volume] in Blood by Automated test strip between 1.0 and 300.0 mg/dL,http://loinc.org,2340-8,mg/dL,1.0,300.0
Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma between 0.01 and 80.0 [U]/L,http://loinc.org,2324-2,[U]/L,0.01,80.0
Triglyceride [Mass/volume] in Serum or Plasma between 40.0 and 1000.0 mg/dL,http://loinc.org,2571-8,mg/dL,40.0,1000.0
Triglyceride [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://loinc.org,2571-8,%,0.0,100.0
Magnesium [Moles/volume] in Serum or Plasma between 0.0 and 1000.0 mg/dL,http://loinc.org,2601-3,mg/dL,0.0,1000.0
Basophils [#/volume] in Blood between 0.0 and 100.0 %,http://loinc.org,26444-0,%,0.0,100.0
Eosinophils/100 leukocytes in Blood between 0.0 and 400.0 /uL,http://loinc.org,26450-7,/uL,0.0,400.0
Lymphocytes/100 leukocytes in Blood between 0.0 and 3.0 mm3,http://loinc.org,26478-8,mm3,0.0,3.0
Eosinophils [#/volume] in Blood between 0.0 and 12.0 %,http://loinc.org,26449-9,%,0.0,12.0
Lymphocytes/100 leukocytes in Blood between 0.0 and 3100.0 /uL,http://loinc.org,26478-8,/uL,0.0,3100.0
Lymphocytes/100 leukocytes in Blood between 0.0 and 1200.0 L,http://loinc.org,26478-8,L,0.0,1200.0
MCHC [Mass/volume] between 0.0 and 100.0 %,http://loinc.org,28540-3,%,0.0,100.0
Testosterone Free [Mass/volume] in Serum or Plasma between 0.001 and 1000.0 pg/mL,http://loinc.org,2991-8,pg/mL,0.001,1000.0
Transferrin [Mass/volume] in Serum or Plasma between 100.0 and 1000.0 mg/dL,http://loinc.org,3034-6,mg/dL,100.0,1000.0
Triglyceride [Mass/volume] in Blood between 40.0 and 1000.0 mg/dL,http://loinc.org,3043-7,mg/dL,40.0,1000.0
Triiodothyronine resin uptake (T3RU) in Serum or Plasma between 20.0 and 40.0 %,http://loinc.org,3050-2,%,20.0,40.0
Thyrotropin [Units/volume] in Serum or Plasma between 0.0 and 100.0 %,http://loinc.org,3016-3,%,0.0,100.0
Body weight Measured between 4.0 and 1000.0 [lb_us],http://loinc.org,3141-9,[lb_us],4.0,1000.0
Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma between 10.0 and 100.0 {ratio},http://loinc.org,3097-3,{ratio},10.0,100.0
Cystatin C [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 mg/L,http://loinc.org,33863-2,mg/L,0.0,1000.0
Procalcitonin [Mass/volume] in Serum or Plasma between 0.0 and 10.0 ng/mL,http://loinc.org,33959-8,ng/mL,0.0,10.0
INR in Blood by Coagulation assay between 0.01 and 30.0 {ratio},http://loinc.org,34714-6,{ratio},0.01,30.0
Calcium.ionized [Mass/volume] in Blood between 1.0 and 13.0 10*-3.eq/L,http://loinc.org,38230-9,10*-3.eq/L,1.0,13.0
Calcium.ionized [Mass/volume] in Blood between 1.0 and 3.0 mmol/L,http://loinc.org,38230-9,mmol/L,1.0,3.0
Calcium.ionized [Mass/volume] in Blood between 870.0 and 1500.0 umol/L,http://loinc.org,38230-9,umol/L,870.0,1500.0
Phenytoin [Mass/volume] in Serum or Plasma between 0.0 and 40.0 ug/mL,http://loinc.org,3968-5,ug/mL,0.0,40.0
Protein.monoclonal/Protein.total in Urine by Electrophoresis between 0.0 and 15.0 %,http://loinc.org,42483-8,%,0.0,15.0
Complement C4 [Mass/volume] in Serum or Plasma between 1.0 and 2.0 g/L,http://loinc.org,4498-2,g/L,1.0,2.0
Haptoglobin [Mass/volume] in Serum or Plasma by Nephelometry between 0.0 and 360.0 g/dL,http://loinc.org,46127-7,g/dL,0.0,360.0
Creatine kinase.MB/Creatine kinase.total [Ratio] in Serum or Plasma between 1.0 and 53.0 %,http://loinc.org,49136-5,%,1.0,53.0
Hemoglobin A1c in Blood between 1.0 and 20.0 %,http://loinc.org,55454-3,%,1.0,20.0
Common Ragweed IgE Ab [Units/volume] in Serum between 1.0 and 42.0 10*3/uL,http://loinc.org,6085-5,10*3/uL,1.0,42.0
Central venous pressure (CVP) between 10.0 and 500.0 mm[Hg],http://loinc.org,60985-9,mm[Hg],10.0,500.0
24 hour systolic blood pressure between 10.0 and 250.0 mm[Hg],http://snomed.info/sct,314464000,mm[Hg],10.0,250.0
Chloride; blood between 95.0 and 111.0 10*-3.eq/L,http://www.ama-assn.org/go/cpt,82435,10*-3.eq/L,95.0,111.0
Lactate (lactic acid) between 0.0 and 100.0 mmol/L,http://www.ama-assn.org/go/cpt,83605,mmol/L,0.0,100.0
"Creatine kinase (CK), (CPK); total between 1.0 and 1000.0 ng/mL",http://www.ama-assn.org/go/cpt,82550,ng/mL,1.0,1000.0
Hemoglobin; glycosylated (A1C) between 0.0 and 3000.0 nmol/L,http://www.ama-assn.org/go/cpt,83036,nmol/L,0.0,3000.0
Calcium; total between 1.0 and 147.0 mmol/L,http://www.ama-assn.org/go/cpt,82310,mmol/L,1.0,147.0
Hemoglobin; glycosylated (A1C) between 0.0 and 36.0 pg,http://www.ama-assn.org/go/cpt,83036,pg,0.0,36.0
Magnesium between 0.0 and 2100.0 nmol/L,http://www.ama-assn.org/go/cpt,83735,nmol/L,0.0,2100.0
"Creatine kinase (CK), (CPK); total between 1.0 and 242.0 mmol/L",http://www.ama-assn.org/go/cpt,82550,mmol/L,1.0,242.0
Triglycerides between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,84478,%,0.0,100.0
Reticulocytes [#/volume] in Blood between 0.01 and 1000.0 10*3/mm3,http://loinc.org,14196-0,10*3/mm3,0.01,1000.0
Urea nitrogen [Moles/volume] in Serum or Plasma between 0.0 and 1000.0 mmol/L,http://loinc.org,14937-7,mmol/L,0.0,1000.0
Bicarbonate [Moles/volume] in Plasma between 18.0 and 47.0 mmol/L,http://loinc.org,1962-0,mmol/L,18.0,47.0
Bilirubin.total [Mass/volume] in Serum or Plasma between 1.0 and 530.0 umol/L,http://loinc.org,1975-2,umol/L,1.0,530.0
FEV1 between 0.0 and 100.0 {ratio},http://loinc.org,20150-9,{ratio},0.0,100.0
FEV1 between 0.1 and 9.0 L,http://loinc.org,20150-9,L,0.1,9.0
Ferritin [Mass/volume] in Serum or Plasma between 0.0 and 400.0 [U],http://loinc.org,2276-4,[U],0.0,400.0
Iron binding capacity [Mass/volume] in Serum or Plasma between 0.01 and 500.0 ug/dL,http://loinc.org,2500-7,ug/dL,0.01,500.0
Magnesium [Moles/volume] in Serum or Plasma between 0.0 and 3.0 10*-3.eq/L,http://loinc.org,2601-3,10*-3.eq/L,0.0,3.0
Albumin [Mass/volume] in Serum or Plasma by Electrophoresis between 2.0 and 1000.0 mg/L,http://loinc.org,2862-1,mg/L,2.0,1000.0
Protein [Mass/volume] in Urine between 1.0 and 10000.0 mg/(24.h),http://loinc.org,2888-6,mg/(24.h),1.0,10000.0
Protein [Mass/volume] in Urine between 0.0 and 1000.0 g/dL,http://loinc.org,2888-6,g/dL,0.0,1000.0
Creatinine; blood between 10.0 and 200.0 umol/L,http://www.ama-assn.org/go/cpt,82565,umol/L,10.0,200.0
"Creatine kinase (CK), (CPK); total between 1.0 and 242.0 g/dL",http://www.ama-assn.org/go/cpt,82550,g/dL,1.0,242.0
Cholesterol in LDL [Mass/volume] in Serum or Plasma by calculation between 51.0 and 372.0 ng/dL,http://loinc.org,13457-7,ng/dL,51.0,372.0
Creatine kinase.MM [Enzymatic activity/volume] in Serum or Plasma by Electrophoresis between 9.0 and 389.0 %,http://loinc.org,2155-0,%,9.0,389.0
Creatinine [Mass/time] in 24 hour Urine between 100.0 and 4000.0 mg/(24.h),http://loinc.org,2162-6,mg/(24.h),100.0,4000.0
Iron [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 umol/L,http://loinc.org,2498-4,umol/L,0.0,1000.0
Eosinophils [#/volume] in Blood between 0.0 and 300.0 /mm3,http://loinc.org,26449-9,/mm3,0.0,300.0
Gamma globulin [Mass/volume] in Serum or Plasma by Electrophoresis between 0.01 and 2.0 g/dL,http://loinc.org,2874-6,g/dL,0.01,2.0
C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method between 0.0 and 20.0 mg/L,http://loinc.org,30522-7,mg/L,0.0,20.0
"Glomerular filtration rate/1.73 sq M predicted among blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD) between 10.0 and 150.0 mL/min/1.73.m2",http://loinc.org,48643-1,mL/min/1.73.m2,10.0,150.0
"Lipoprotein, direct measurement; high density cholesterol (HDL cholesterol) between 5.0 and 150.0 mg/dL",http://www.ama-assn.org/go/cpt,83718,mg/dL,5.0,150.0
Blood count; hemoglobin (Hgb) between 2.0 and 319.0 ug/dL,http://www.ama-assn.org/go/cpt,85018,ug/dL,2.0,319.0
FEV1 between 0.0 and 4.0 [in_us],http://loinc.org,20150-9,[in_us],0.0,4.0
Calcidiol [Mass/volume] in Serum or Plasma between 5.0 and 716.0 nmol/L,http://loinc.org,1989-3,nmol/L,5.0,716.0
Lymphocytes/100 leukocytes in Blood between 0.0 and 500.0 mg/dL,http://loinc.org,26478-8,mg/dL,0.0,500.0
Leukocytes [#/volume] in Blood between 0.0 and 1.0 mL,http://loinc.org,26464-8,mL,0.0,1.0
Progesterone [Mass/volume] in Serum or Plasma between 0.0 and 10.0 ng/mL,http://loinc.org,2839-9,ng/mL,0.0,10.0
Albumin [Mass/volume] in Serum or Plasma by Electrophoresis between 2.0 and 1000.0 g/L,http://loinc.org,2862-1,g/L,2.0,1000.0
Gamma globulin [Mass/volume] in Serum or Plasma by Electrophoresis between 0.0 and 100.0 %,http://loinc.org,2874-6,%,0.0,100.0
Body weight between 1.0 and 1000.0 mg,http://loinc.org,29463-7,mg,1.0,1000.0
Amiodarone [Mass/volume] in Serum or Plasma between 0.0 and 556.0 ug/mL,http://loinc.org,3330-8,ug/mL,0.0,556.0
Acetaminophen [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 mg/L,http://loinc.org,3298-7,mg/L,0.0,1000.0
INR in Blood by Coagulation assay between 0.0 and 30.0 mo,http://loinc.org,34714-6,mo,0.0,30.0
INR in Blood by Coagulation assay between 0.0 and 30.0 L,http://loinc.org,34714-6,L,0.0,30.0
Erythrocyte sedimentation rate by Westergren method between 0.0 and 100.0 mm/h,http://loinc.org,4537-7,mm/h,0.0,100.0
