expectation_name,system,system_oid,code,ucum_code,low,high
Bilirubin.total [Mass/volume] in Serum or Plasma between 1.0 and 37.0 g/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82247,g/dL,1.0,37.0
Calcium.ionized [Moles/volume] in Blood between 1.0 and 9.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82330,mg/dL,1.0,9.0
"Carbon dioxide, total [Moles/volume] in Serum or Plasma between 232.0 and 1000.0 /uL",http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82374,/uL,232.0,1000.0
Cholesterol [Mass/volume] in Serum or Plasma between 1.0 and 15.0 mmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82465,mmol/L,1.0,15.0
Calcium.ionized [Moles/volume] in Serum or Plasma by calculation between 3.0 and 6.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82330,mg/dL,3.0,6.0
Cholesterol [Mass/volume] in Serum or Plasma between 2.6 and 36.0 g/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82465,g/dL,2.6,36.0
Creatinine [Mass/volume] in Urine between 2.0 and 22.0 mmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82570,mmol/L,2.0,22.0
Creatinine [Mass/volume] in Urine between 300.0 and 3000.0 mg/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82570,mg/L,300.0,3000.0
Urate [Mass/volume] in Serum or Plasma between 1.0 and 10.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84550,mg/dL,1.0,10.0
DNA double strand Ab [Units/volume] in Serum between 0.0 and 1000.0 [iU]/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86225,[iU]/mL,0.0,1000.0
Prostate Specific Ag Free [Mass/volume] in Serum or Plasma between 0.0 and 10.0 ug/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84154,ug/L,0.0,10.0
Sodium [Moles/volume] in Serum or Plasma between 100.0 and 150.0 mmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84295,mmol/L,100.0,150.0
Transferrin [Mass/volume] in Serum or Plasma between 0.0 and 100.0 umol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84466,umol/L,0.0,100.0
Prostate specific Ag [Mass/volume] in Serum or Plasma between 0.0 and 6.0 ug/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84153,ug/L,0.0,6.0
European house dust mite IgE Ab [Units/volume] in Serum between 0.0 and 40.0 10*3.[U]/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86003,10*3.[U]/L,0.0,40.0
Complement C3 [Mass/volume] in Serum or Plasma between 1.0 and 4.0 g/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86160,g/L,1.0,4.0
Cancer Ag 125 [Units/volume] in Serum or Plasma between 1.0 and 628.0 10*3.[U]/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86304,10*3.[U]/L,1.0,628.0
C-reactive protein measurement between 0.0 and 544.0 mg/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86140,mg/L,0.0,544.0
C-reactive protein measurement between 1.0 and 18.0 mg,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86140,mg,1.0,18.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 20.0 mm,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,85014,mm,0.0,20.0
Aspergillus fumigatus IgE Ab [Units/volume] in Serum between 1.0 and 16.0 10*3/uL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86003,10*3/uL,1.0,16.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 50.0 [U],http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,85014,[U],0.0,50.0
Creatinine [Moles/volume] in Urine between 17.0 and 500.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82570,mg/dL,17.0,500.0
Alanine aminotransferase measurement between 5.0 and 2000.0 [U],http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84460,[U],5.0,2000.0
Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma between 1.0 and 100.0 pg/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84481,pg/mL,1.0,100.0
Testosterone [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84403,%,0.0,100.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 100.0 %{vol},http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,85014,%{vol},0.0,100.0
White Oak IgE Ab [Units/volume] in Serum between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86003,%,0.0,100.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 70.0 F,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,85014,F,0.0,70.0
"Thromboplastin time, partial (PTT); plasma or whole blood between 0.0 and 100.0 %",http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,42525009,%,0.0,100.0
Iron between 0.0 and 270.0 ng/mL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,42950004,ng/mL,0.0,270.0
Hemoglobin; glycosylated (A1C) between 0.0 and 300.0 mg/dL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,43396009,mg/dL,0.0,300.0
Calcium.ionized [Mass/volume] in Blood between 1.0 and 13.0 10*-3.eq/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82330,10*-3.eq/L,1.0,13.0
Calcium [Moles/volume] in Serum or Plasma between 7.0 and 13.0 mmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82310,mmol/L,7.0,13.0
Carcinoembryonic Ag [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 ug/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82378,ug/L,0.0,1000.0
Chloride [Moles/volume] in Serum or Plasma between 77.0 and 1000.0 10*-3.eq/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82435,10*-3.eq/dL,77.0,1000.0
Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma between 10.0 and 70.0 ug/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82977,ug/mL,10.0,70.0
Total cholesterol measurement between 50.0 and 500.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82465,mg/dL,50.0,500.0
Ferritin [Mass/volume] in Serum or Plasma between 0.0 and 400.0 [U],http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82728,[U],0.0,400.0
Creatinine [Mass/volume] in Serum or Plasma between 44.0 and 294.0 mL/min/1.73.m2,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82565,mL/min/1.73.m2,44.0,294.0
Fasting glucose [Mass/volume] in Serum or Plasma between 50.0 and 200.0 [U],http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82947,[U],50.0,200.0
Chloride [Moles/volume] in Serum or Plasma between 2.0 and 37.0 g/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82435,g/dL,2.0,37.0
Triiodothyronine resin uptake (T3RU) in Serum or Plasma between 20.0 and 40.0 %,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84479,%,20.0,40.0
Cancer Ag 125 [Units/volume] in Serum or Plasma between 1.0 and 628.0 [arb'U]/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86304,[arb'U]/mL,1.0,628.0
Testosterone Free [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84402,%,0.0,100.0
Thyroxine (T4) [Mass/volume] in Serum or Plasma between 0.1 and 10.0 ng/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84436,ng/dL,0.1,10.0
Triiodothyronine (T3) [Mass/volume] in Serum or Plasma between 60.0 and 1000.0 ng/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84480,ng/dL,60.0,1000.0
Transferrin [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84466,%,0.0,100.0
Complement C4 [Mass/volume] in Serum or Plasma between 15.0 and 601.0 mg/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86160,mg/L,15.0,601.0
Calcium.ionized [Moles/volume] in Blood between 1.0 and 4.0 mmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82330,mmol/L,1.0,4.0
Creatinine [Mass/time] in 24 hour Urine between 47.0 and 335.0 mL/min,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82570,mL/min,47.0,335.0
Testosterone [Mass/volume] in Serum or Plasma between 5.0 and 1000.0 ng/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84403,ng/dL,5.0,1000.0
Complement C4 [Mass/volume] in Serum or Plasma between 15.0 and 1000.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86160,mg/dL,15.0,1000.0
Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 [U]/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84460,[U]/L,5.0,2000.0
Aldosterone [Mass/volume] in Serum or Plasma between 0.001 and 500.0 ng/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82088,ng/dL,0.001,500.0
Creatinine measurement between 10.0 and 200.0 umol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82565,umol/L,10.0,200.0
Estradiol (E2) [Mass/volume] in Serum or Plasma between 0.0 and 40000.0 pg/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82670,pg/mL,0.0,40000.0
pH of Venous blood between 7.0 and 9.0 pH,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82800,pH,7.0,9.0
Glucose [Mass/volume] in Urine between 0.0 and 800.0 mosm/kg,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82945,mosm/kg,0.0,800.0
Fasting glucose [Mass/volume] in Serum or Plasma between 50.0 and 200.0 pg/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82947,pg/mL,50.0,200.0
Calcidiol [Mass/volume] in Serum or Plasma between 14.0 and 50.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82306,ng/mL,14.0,50.0
Calcium [Mass/volume] in Serum or Plasma between 7.0 and 13.0 pg/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82310,pg/mL,7.0,13.0
Calcium [Mass/volume] in Serum or Plasma between 7.0 and 13.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82310,mg/dL,7.0,13.0
Creatinine [Mass/volume] in Urine between 6.0 and 268.0 mL/min/1.73.m2,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82570,mL/min/1.73.m2,6.0,268.0
Creatinine [Mass/volume] in Blood between 0.1 and 5.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82565,mg/dL,0.1,5.0
Alternaria alternata IgE Ab [Units/volume] in Serum between 1.0 and 39.0 10*3/uL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86003,10*3/uL,1.0,39.0
Sodium [Moles/volume] in Serum or Plasma between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84295,%,0.0,100.0
Transferrin [Mass/volume] in Serum or Plasma between 1.0 and 10.0 g/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84466,g/L,1.0,10.0
C-reactive protein measurement between 0.1 and 50.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86140,mg/dL,0.1,50.0
American house dust mite IgE Ab [Units/volume] in Serum between 1.0 and 88.0 10*3/uL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86003,10*3/uL,1.0,88.0
Calcium.ionized [Moles/volume] in Blood between 1.0 and 2.0 10*-3.eq/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82330,10*-3.eq/L,1.0,2.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 90000.0 kg,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,85014,kg,0.0,90000.0
Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 %,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84450,%,5.0,2000.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 50.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,85014,mg/dL,0.0,50.0
Ferritin between 0.0 and 100.0 fL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,489004,fL,0.0,100.0
Tacrolimus [Mass/volume] in Blood between 0.0 and 51.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,80197,ng/mL,0.0,51.0
Osmolality of Serum or Plasma between 220.0 and 420.0 mosm/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,83930,mosm/L,220.0,420.0
Creatine kinase [Enzymatic activity/volume] in Serum or Plasma between 1.0 and 455.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82550,ng/mL,1.0,455.0
Cholesterol in LDL [Mass/volume] in Serum or Plasma by Direct assay between 1.0 and 400.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,83721,mg/dL,1.0,400.0
Beta-2-Microglobulin [Mass/volume] in Serum or Plasma between 0.01 and 60.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82232,mg/dL,0.01,60.0
Serum total cholesterol measurement between 1.0 and 15.0 mmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82465,mmol/L,1.0,15.0
Creatinine [Mass/volume] in Serum or Plasma between 10.0 and 200.0 umol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82565,umol/L,10.0,200.0
aPTT in Platelet poor plasma by Coagulation assay between 18.0 and 60.0 s,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,85730,s,18.0,60.0
Complement C3 [Mass/volume] in Serum or Plasma between 30.0 and 1000.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86160,mg/dL,30.0,1000.0
Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma between 3.0 and 10.0 pmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84481,pmol/L,3.0,10.0
Lithium [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 mmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,80178,mmol/L,0.0,1000.0
Soybean IgE Ab [Units/volume] in Serum between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86003,%,0.0,100.0
Cortisol [Mass/volume] in Serum or Plasma between 8.0 and 1000.0 nmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82533,nmol/L,8.0,1000.0
Creatinine [Mass/volume] in Body fluid between 10.0 and 200.0 umol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82570,umol/L,10.0,200.0
Beta-2-Microglobulin [Mass/volume] in Serum or Plasma between 100.0 and 6000.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82232,ng/mL,100.0,6000.0
Creatinine [Mass/volume] in Body fluid between 0.1 and 5.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82570,mg/dL,0.1,5.0
Bilirubin.conjugated [Mass/volume] in Serum or Plasma between 0.01 and 100.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82248,mg/dL,0.01,100.0
Thyroxine (T4) free [Mass/volume] in Serum or Plasma between 0.1 and 100.0 ng/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84439,ng/dL,0.1,100.0
Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84450,mg/dL,5.0,2000.0
Triiodothyronine (T3) [Mass/volume] in Serum or Plasma between 1.0 and 100.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84480,mg/dL,1.0,100.0
Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma between 100.0 and 1000.0 pg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84481,pg/dL,100.0,1000.0
Thyrotropin [Units/volume] in Serum or Plasma between 0.1 and 20.0 10*-6.[U]/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84443,10*-6.[U]/mL,0.1,20.0
Bermuda grass IgE Ab [Units/volume] in Serum between 1.0 and 12.0 10*3/uL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86003,10*3/uL,1.0,12.0
Common Ragweed IgE Ab [Units/volume] in Serum between 1.0 and 42.0 10*3/uL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86003,10*3/uL,1.0,42.0
Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma between 20.0 and 731.0 [U]/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84075,[U]/L,20.0,731.0
Thyroxine (T4) [Mass/volume] in Serum or Plasma between 0.1 and 10.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84436,mg/dL,0.1,10.0
Total cholesterol measurement between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82465,%,0.0,100.0
Prothrombin time (PT) between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,85610,%,0.0,100.0
Urea nitrogen [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 mmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84520,mmol/L,0.0,1000.0
Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma between 10.0 and 60.0 [U],http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82977,[U],10.0,60.0
C peptide [Mass/volume] in Serum or Plasma between 0.0 and 20.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84681,ng/mL,0.0,20.0
Prothrombin time (PT) between 3.0 and 170.0 s,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,85610,s,3.0,170.0
Triglyceride [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84478,%,0.0,100.0
Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 [U]/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84450,[U]/L,5.0,2000.0
Digoxin [Mass/volume] in Serum or Plasma between 0.0 and 3.0 ng/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,80162,ng/dL,0.0,3.0
Creatinine [Mass/volume] in Urine between 0.01 and 40.0 g/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82570,g/L,0.01,40.0
Osmolality of Serum or Plasma between 220.0 and 420.0 mmol/kg,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,83930,mmol/kg,220.0,420.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 250.0 10*3/mm3,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,85014,10*3/mm3,0.0,250.0
Bilirubin.total [Mass/volume] in Serum or Plasma between 1.0 and 143.0 mmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82247,mmol/L,1.0,143.0
Calcidiol [Mass/volume] in Serum or Plasma between 8.0 and 103.0 pg/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82306,pg/mL,8.0,103.0
Creatine kinase [Enzymatic activity/volume] in Serum or Plasma between 47.0 and 1000.0 [iU]/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82550,[iU]/L,47.0,1000.0
Bilirubin.total [Mass/volume] in Serum or Plasma between 1.0 and 530.0 umol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82247,umol/L,1.0,530.0
Thyroxine (T4) [Mass/volume] in Serum or Plasma between 0.1 and 10.0 g/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84436,g/dL,0.1,10.0
Creatine kinase.MB [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82553,ng/mL,0.0,1000.0
Cancer Ag 125 [Units/volume] in Serum or Plasma between 1.0 and 628.0 umol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86304,umol/L,1.0,628.0
Calcitriol [Mass/volume] in Serum or Plasma between 1.0 and 160.0 pg/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82652,pg/mL,1.0,160.0
Fasting glucose [Mass/volume] in Serum or Plasma between 0.0 and 10.0 mmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82947,mmol/L,0.0,10.0
Magnesium [Mass/volume] in Serum or Plasma between 0.0 and 3.0 mmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,83735,mmol/L,0.0,3.0
Cancer Ag 125 [Units/volume] in Serum or Plasma between 1.0 and 628.0 [U]/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86304,[U]/mL,1.0,628.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 40.0 L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,85014,L,0.0,40.0
Calcidiol [Mass/volume] in Serum or Plasma between 5.0 and 716.0 nmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82306,nmol/L,5.0,716.0
Carcinoembryonic Ag [Mass/volume] in Serum or Plasma between 1.0 and 6.0 [U],http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82378,[U],1.0,6.0
Prostate specific antigen (PSA); total between 1.0 and 100.0 mg/dL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,63476009,mg/dL,1.0,100.0
Creatinine; blood between 10.0 and 200.0 umol/L,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,70901006,umol/L,10.0,200.0
Creatinine; blood between 10.0 and 30.0 mg/L,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,70901006,mg/L,10.0,30.0
Creatinine; blood between 0.1 and 5.0 mg/dL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,70901006,mg/dL,0.1,5.0
Calcium; total between 7.0 and 13.0 mg/mL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,71878006,mg/mL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/dL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,71878006,mg/dL,7.0,13.0
Calcium; total between 3.4 and 36.0 g/dL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,71878006,g/dL,3.4,36.0
Prostate specific antigen (PSA); total between 0.0 and 10.0 ng/mL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,63476009,ng/mL,0.0,10.0
Calcium; total between 1.2 and 448.0 pg/mL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,71878006,pg/mL,1.2,448.0
Calcium; total between 1.0 and 147.0 mmol/L,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,71878006,mmol/L,1.0,147.0
Creatinine; other source between 0.1 and 5.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,25386-4,mg/dL,0.1,5.0
Creatinine; other source between 0.1 and 5.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,12190-5,mg/dL,0.1,5.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,12181-4,mmol/L,1.0,147.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14418-8,mg/mL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14418-8,mg/dL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14419-6,mg/dL,7.0,13.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14415-4,mmol/L,1.0,147.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14415-4,g/dL,3.4,36.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14416-2,g/dL,3.4,36.0
Carbon dioxide (bicarbonate) between 2.0 and 42.0 10*-3.eq/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14627-4,10*-3.eq/L,2.0,42.0
Bilirubin; total between 1.0 and 398.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14631-6,mg/dL,1.0,398.0
Blood count; hemoglobin (Hgb) between 3.0 and 36.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14775-1,mg/dL,3.0,36.0
Creatinine; other source between 10.0 and 200.0 umol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,15050-8,umol/L,10.0,200.0
Lactate (lactic acid) between 0.0 and 100.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,15078-9,mmol/L,0.0,100.0
